id,archivo,offset,tipo,longitud_original,texto_original,traduccion_ia,traduccion
100369,OVL/NEND.BIN,0x001B48,creditos,4,dÞG$,,
100370,OVL/NEND.BIN,0x001B74,creditos,4,lÞG$,,
100371,OVL/NEND.BIN,0x001BA0,creditos,5,tÞG$0,,
100372,OVL/NEND.BIN,0x001BCC,creditos,5,tÞG$`,,
100373,OVL/NEND.BIN,0x001BF8,creditos,4,tÞG$,,
100374,OVL/NEND.BIN,0x001C24,creditos,4,tÞG$,,
100375,OVL/NEND.BIN,0x001C3A,creditos,6,¤'xÞe$,,
100376,OVL/NEND.BIN,0x001C7E,creditos,6,¤'xÞe$,,
100377,OVL/NEND.BIN,0x001CC6,creditos,6,¤'xÞe$,,
100378,OVL/NEND.BIN,0x001D0E,creditos,6,¤'xÞe$,,
100379,OVL/NEND.BIN,0x001D46,creditos,4,§'ÇW,,
100380,OVL/NEND.BIN,0x001DC4,creditos,5,ÿÿc0@,,
100381,OVL/NEND.BIN,0x001DD8,creditos,4,0®D$,,
100382,OVL/NEND.BIN,0x001DF8,creditos,4,ÿÿB$,,
100383,OVL/NEND.BIN,0x001E84,creditos,4,È®D$,,
100384,OVL/NEND.BIN,0x001ECB,creditos,5,<¸ZD$,,
100385,OVL/NEND.BIN,0x001ED8,creditos,8,Ü®E$èÿ½',,
100386,OVL/NEND.BIN,0x001EF4,creditos,4,PyD$,,
100387,OVL/NEND.BIN,0x001FAC,creditos,24,#producer/Koji Yamashita,,
100388,OVL/NEND.BIN,0x001FCC,creditos,26,#director/Toshiro Tsuchida,,
100389,OVL/NEND.BIN,0x001FE8,creditos,21,#system plan/Kou Sato,,
100390,OVL/NEND.BIN,0x002000,creditos,13,Yasuhiro Sato,,
100391,OVL/NEND.BIN,0x002010,creditos,25,#stage plan/Hideo Iwasaki,,
100392,OVL/NEND.BIN,0x00202C,creditos,27,#scenario/Norihiko Yonesaka,,
100393,OVL/NEND.BIN,0x002048,creditos,16,Kazuhiro Matsuda,,
100394,OVL/NEND.BIN,0x00205C,creditos,31,#event plan/Takashi Tanegashima,,
100395,OVL/NEND.BIN,0x00207C,creditos,30,#battle program/Mamoru Oyamada,,
100396,OVL/NEND.BIN,0x00209C,creditos,36,#slg map program/Chikara Yanagimachi,,
100397,OVL/NEND.BIN,0x0020C4,creditos,34,#system program/Takahiro Matsuzawa,,
100398,OVL/NEND.BIN,0x0020E8,creditos,31,#network program/Kiyotaka Akaza,,
100399,OVL/NEND.BIN,0x002108,creditos,31,#event program/Masato Shimajiri,,
100400,OVL/NEND.BIN,0x002128,creditos,28,#data program/Toru Kuniyoshi,,
100401,OVL/NEND.BIN,0x002148,creditos,32,#etc program/Katsutoshi Yamamoto,,
100402,OVL/NEND.BIN,0x00216C,creditos,37,#main character design/Akihiro Yamada,,
100403,OVL/NEND.BIN,0x002194,creditos,29,#main graphics/Atsushi Domoto,,
100404,OVL/NEND.BIN,0x0021B4,creditos,27,#slg map design/Yoichi Kubo,,
100405,OVL/NEND.BIN,0x0021D0,creditos,38,#layout & area map/Shinichiro Hamasaka,,
100406,OVL/NEND.BIN,0x0021F8,creditos,33,#mechanical design/Hiroaki Kusano,,
100407,OVL/NEND.BIN,0x00221C,creditos,29,#slg map graphics/Yuji Takasu,,
100408,OVL/NEND.BIN,0x00223C,creditos,16,Kouichi Nakayama,,
100409,OVL/NEND.BIN,0x002250,creditos,10,Junko Ohno,,
100410,OVL/NEND.BIN,0x00225C,creditos,15,Megumi Nakamura,,
100411,OVL/NEND.BIN,0x00226C,creditos,34,#sub character design/Shingo Nakai,,
100412,OVL/NEND.BIN,0x002290,creditos,16,Takeshi Ishiwata,,
100413,OVL/NEND.BIN,0x0022A4,creditos,27,#motion design/Takehiko Ono,,
100414,OVL/NEND.BIN,0x0022C0,creditos,12,Shinji Koide,,
100415,OVL/NEND.BIN,0x0022D0,creditos,36,#battle effect graphics/Yasuhiro Ito,,
100416,OVL/NEND.BIN,0x0022F8,creditos,31,#area map graphics/Hiroshi Sato,,
100417,OVL/NEND.BIN,0x002318,creditos,38,#cityscape graphics/Shinichi Mochizuki,,
100418,OVL/NEND.BIN,0x002340,creditos,15,Shinichi Eguchi,,
100419,OVL/NEND.BIN,0x002350,creditos,11,Wataru Sato,,
100420,OVL/NEND.BIN,0x00235C,creditos,13,Yoshiyuki Oji,,
100421,OVL/NEND.BIN,0x00236C,creditos,34,#map unit graphics/Hirokazu Takano,,
100422,OVL/NEND.BIN,0x002390,creditos,33,#network graphics/Minoru Sugiyama,,
100423,OVL/NEND.BIN,0x0023B4,creditos,36,#sub character support/Yuji Moriyama,,
100424,OVL/NEND.BIN,0x0023DC,creditos,25,#design cooperation/Winds,,
100425,OVL/NEND.BIN,0x0023F8,creditos,32,#story event/Kazutoshi Nakashima,,
100426,OVL/NEND.BIN,0x00241C,creditos,8,Sei Sato,,
100427,OVL/NEND.BIN,0x002428,creditos,15,Hideki Sugisawa,,
100428,OVL/NEND.BIN,0x002438,creditos,14,Hideo Ichikawa,,
100429,OVL/NEND.BIN,0x002448,creditos,15,Takashi Umezawa,,
100430,OVL/NEND.BIN,0x002458,creditos,34,#camera control/Yasuhiro Yamaguchi,,
100431,OVL/NEND.BIN,0x00247C,creditos,28,#screenplay/Takeshi Iwabuchi,,
100432,OVL/NEND.BIN,0x00249C,creditos,32,#system check/Yoshiharu Kuwabara,,
100433,OVL/NEND.BIN,0x0024C0,creditos,27,#network event/Yuji Yoshiie,,
100434,OVL/NEND.BIN,0x0024DC,creditos,14,Yasuyuki Satou,,
100435,OVL/NEND.BIN,0x0024EC,creditos,27,#network text/Kohhei Suzuki,,
100436,OVL/NEND.BIN,0x002508,creditos,17,Sukekiyo Higashio,,
100437,OVL/NEND.BIN,0x00251C,creditos,13,Hiromi Sekine,,
100438,OVL/NEND.BIN,0x00252C,creditos,18,Kazuhiro Takahashi,,
100439,OVL/NEND.BIN,0x002540,creditos,15,Osamu Kagoshima,,
100440,OVL/NEND.BIN,0x002550,creditos,31,#balance check/Kazuhiro Ooshima,,
100441,OVL/NEND.BIN,0x002570,creditos,10,Naoya Saho,,
100442,OVL/NEND.BIN,0x00257C,creditos,7,Yu Sato,,
100443,OVL/NEND.BIN,0x002584,creditos,15,Keita Nakamichi,,
100444,OVL/NEND.BIN,0x002594,creditos,16,Hidetaka Hayashi,,
100445,OVL/NEND.BIN,0x0025A8,creditos,33,#data support/Yoshihiro Takahashi,,
100446,OVL/NEND.BIN,0x0025CC,creditos,14,Ichiroh Uchida,,
100447,OVL/NEND.BIN,0x0025DC,creditos,11,!MOVIE CREW,,
100448,OVL/NEND.BIN,0x0025E8,creditos,28,#cg designer/Nobuaki Ebihara,,
100449,OVL/NEND.BIN,0x002608,creditos,14,Yoshihiko Ohta,,
100450,OVL/NEND.BIN,0x002618,creditos,14,Takashi Ookuma,,
100451,OVL/NEND.BIN,0x002628,creditos,14,Mitsunobu Ochi,,
100452,OVL/NEND.BIN,0x002638,creditos,11,Yoshito Abe,,
100453,OVL/NEND.BIN,0x002644,creditos,14,Takuji Tomooka,,
100454,OVL/NEND.BIN,0x002654,creditos,15,Kouji Kobayashi,,
100455,OVL/NEND.BIN,0x002664,creditos,12,Takaomi Moto,,
100456,OVL/NEND.BIN,0x002674,creditos,14,Eiji Takahashi,,
100457,OVL/NEND.BIN,0x002684,creditos,15,Takayuki Katagi,,
100458,OVL/NEND.BIN,0x002694,creditos,17,Masataka Hayakawa,,
100459,OVL/NEND.BIN,0x0026A8,creditos,14,Tomohiko Osugi,,
100460,OVL/NEND.BIN,0x0026B8,creditos,26,#programmer/Masashi Nakata,,
100461,OVL/NEND.BIN,0x0026D4,creditos,40,#digital recording engineer/Keita Takagi,,
100462,OVL/NEND.BIN,0x002700,creditos,32,#cg supervisor/Satoshi Tsukamoto,,
100463,OVL/NEND.BIN,0x002724,creditos,38,#production manager/Norimichi Kurosawa,,
100464,OVL/NEND.BIN,0x00274C,creditos,32,#production assistant/Noriko Abe,,
100465,OVL/NEND.BIN,0x002770,creditos,32,#resource manager/Hisako Sakurai,,
100466,OVL/NEND.BIN,0x002794,creditos,11,$spice inc.,,
100467,OVL/NEND.BIN,0x0027A0,creditos,22,#director/Joji Hayashi,,
100468,OVL/NEND.BIN,0x0027B8,creditos,30,#designer/Tetsuichiro Kitagawa,,
100469,OVL/NEND.BIN,0x0027D8,creditos,15,Yasuhiro Kawada,,
100470,OVL/NEND.BIN,0x0027E8,creditos,12,Eriko Yamada,,
100471,OVL/NEND.BIN,0x0027F8,creditos,18,$image corporation,,
100472,OVL/NEND.BIN,0x00280C,creditos,24,#producer/Shuichi Tayama,,
100473,OVL/NEND.BIN,0x002828,creditos,15,Yuichi Furukawa,,
100474,OVL/NEND.BIN,0x002838,creditos,34,#production manager/Chiharu Adachi,,
100475,OVL/NEND.BIN,0x00285C,creditos,23,#director/Yuji Hamajima,,
100476,OVL/NEND.BIN,0x002874,creditos,13,You Yamashita,,
100477,OVL/NEND.BIN,0x002884,creditos,15,Mituhide Minami,,
100478,OVL/NEND.BIN,0x002894,creditos,23,#designer/Kouichi Isobe,,
100479,OVL/NEND.BIN,0x0028AC,creditos,11,Shinobu Ito,,
100480,OVL/NEND.BIN,0x0028B8,creditos,10,Tomoko Ito,,
100481,OVL/NEND.BIN,0x0028C4,creditos,17,Yasuhiro Kawakami,,
100482,OVL/NEND.BIN,0x0028D8,creditos,11,Junho Hwang,,
100483,OVL/NEND.BIN,0x0028E4,creditos,16,Kazuhiro Kinpara,,
100484,OVL/NEND.BIN,0x0028F8,creditos,12,Kaz Sugawara,,
100485,OVL/NEND.BIN,0x002908,creditos,12,Jeongtae Kim,,
100486,OVL/NEND.BIN,0x002918,creditos,15,Mototsugu Endou,,
100487,OVL/NEND.BIN,0x002928,creditos,13,Daisuke Takei,,
100488,OVL/NEND.BIN,0x002938,creditos,15,Yasuhiro Tezuka,,
100489,OVL/NEND.BIN,0x002948,creditos,13,Daisuke Miura,,
100490,OVL/NEND.BIN,0x002958,creditos,14,Yuuichi Kawata,,
100491,OVL/NEND.BIN,0x002968,creditos,13,Genichi Honma,,
100492,OVL/NEND.BIN,0x002978,creditos,13,Satoru Yazaki,,
100493,OVL/NEND.BIN,0x002988,creditos,17,Masataka Nakazima,,
100494,OVL/NEND.BIN,0x00299C,creditos,10,Shigeki Ao,,
100495,OVL/NEND.BIN,0x0029A8,creditos,12,Ichiro Inoue,,
100496,OVL/NEND.BIN,0x0029B8,creditos,10,Hideo Baba,,
100497,OVL/NEND.BIN,0x0029C4,creditos,12,Noriaki Kato,,
100498,OVL/NEND.BIN,0x0029D4,creditos,13,Akihito Odano,,
100499,OVL/NEND.BIN,0x0029E4,creditos,16,Akihiro Nakamura,,
100500,OVL/NEND.BIN,0x0029F8,creditos,25,#modeller/Hiroyuki Sagawa,,
100501,OVL/NEND.BIN,0x002A14,creditos,12,Makiko Handa,,
100502,OVL/NEND.BIN,0x002A24,creditos,17,Masanobu Nagakura,,
100503,OVL/NEND.BIN,0x002A38,creditos,16,Shingo Shimoyama,,
100504,OVL/NEND.BIN,0x002A4C,creditos,16,Takashi Kajihara,,
100505,OVL/NEND.BIN,0x002A60,creditos,17,Satoshi Katsumata,,
100506,OVL/NEND.BIN,0x002A74,creditos,16,"$PENZ. Co., Ltd.",,
100507,OVL/NEND.BIN,0x002A88,creditos,14,Koichi Ohtsuka,,
100508,OVL/NEND.BIN,0x002A98,creditos,15,Toshitaka Chiba,,
100509,OVL/NEND.BIN,0x002AA8,creditos,11,Kengo Miura,,
100510,OVL/NEND.BIN,0x002AB4,creditos,16,Nobuyuki Ohshima,,
100511,OVL/NEND.BIN,0x002AC8,creditos,11,Koji Hazuku,,
100512,OVL/NEND.BIN,0x002AD4,creditos,11,!SOUND CREW,,
100513,OVL/NEND.BIN,0x002AE0,creditos,20,#music/Hayato Matsuo,,
100514,OVL/NEND.BIN,0x002AF8,creditos,11,Koji Hayama,,
100515,OVL/NEND.BIN,0x002B04,creditos,14,  with Shigeki,,
100516,OVL/NEND.BIN,0x002B14,creditos,29,#sound programmer/Minoru Akao,,
100517,OVL/NEND.BIN,0x002B34,creditos,37,#synthesizer programmer/Hirosato Noda,,
100518,OVL/NEND.BIN,0x002B5C,creditos,14,Keiji Kawamori,,
100519,OVL/NEND.BIN,0x002B6C,creditos,12,Ryo Yamazaki,,
100520,OVL/NEND.BIN,0x002B7C,creditos,17,Takeharu Ishimoto,,
100521,OVL/NEND.BIN,0x002B90,creditos,35,#game sound designer/Kazuomi Suzuki,,
100522,OVL/NEND.BIN,0x002BB4,creditos,16,Natsuko Sugiyama,,
100523,OVL/NEND.BIN,0x002BC8,creditos,37,#movie sound designer/Shojiro Nakaoka,,
100524,OVL/NEND.BIN,0x002BF0,creditos,36,#game sound editor/Masayuki Nakajima,,
100525,OVL/NEND.BIN,0x002C18,creditos,14,Masataka Saito,,
100526,OVL/NEND.BIN,0x002C28,creditos,16,Shinya Sameshima,,
100527,OVL/NEND.BIN,0x002C3C,creditos,14,Yoshiyuki Ueda,,
100528,OVL/NEND.BIN,0x002C4C,creditos,14,Shuichi Kobori,,
100529,OVL/NEND.BIN,0x002C5C,creditos,32,#mixing engineer/Kazutaka Someya,,
100530,OVL/NEND.BIN,0x002C80,creditos,17,       (Sony PCL),,
100531,OVL/NEND.BIN,0x002C94,creditos,33,#assistant engineer/Kazue Akiyama,,
100532,OVL/NEND.BIN,0x002CB8,creditos,37,#production coordinator/Naoto Echizen,,
100533,OVL/NEND.BIN,0x002CE0,creditos,38,#production manager/Kensuke Matsushita,,
100534,OVL/NEND.BIN,0x002D08,creditos,35,#production assistant/Megumi Fukuda,,
100535,OVL/NEND.BIN,0x002D2C,creditos,15,Emiko Funahashi,,
100536,OVL/NEND.BIN,0x002D3C,creditos,21,#voice/Sayuri Ikemoto,,
100537,OVL/NEND.BIN,0x002D54,creditos,15,Aleksej Rachubo,,
100538,OVL/NEND.BIN,0x002D64,creditos,13,Yuri Dovorjak,,
100539,OVL/NEND.BIN,0x002D74,creditos,16,Nikita Yamashita,,
100540,OVL/NEND.BIN,0x002D88,creditos,14,Elena Yabumoto,,
100541,OVL/NEND.BIN,0x002D98,creditos,13,Jasmine Allen,,
100542,OVL/NEND.BIN,0x002DA8,creditos,30,#cooperation/Production Baobab,,
100543,OVL/NEND.BIN,0x002DC8,creditos,7,TWOFIVE,,
100544,OVL/NEND.BIN,0x002DD0,creditos,14,!IMAGE SUPPORT,,
100545,OVL/NEND.BIN,0x002DE0,creditos,15,$KUSANAGI Corp.,,
100546,OVL/NEND.BIN,0x002DF0,creditos,36,#cityscape main design/Tadashi Iwasa,,
100547,OVL/NEND.BIN,0x002E18,creditos,31,#image illustration/Kazuo Ogura,,
100548,OVL/NEND.BIN,0x002E38,creditos,8,Ken Arai,,
100549,OVL/NEND.BIN,0x002E44,creditos,11,Yuji Kihara,,
100550,OVL/NEND.BIN,0x002E50,creditos,18,Kazuyuki Hashimoto,,
100551,OVL/NEND.BIN,0x002E64,creditos,13,Kenichi Mutou,,
100552,OVL/NEND.BIN,0x002E74,creditos,33,#cityscape design/Hideyasu Nalita,,
100553,OVL/NEND.BIN,0x002E98,creditos,39,#cityscape illustration/Sadahiko Tanaka,,
100554,OVL/NEND.BIN,0x002EC0,creditos,12,Nobuhito Sue,,
100555,OVL/NEND.BIN,0x002ED0,creditos,36,#system management/Tomoharu Komiyama,,
100556,OVL/NEND.BIN,0x002EF8,creditos,11,Yoji Nakaza,,
100557,OVL/NEND.BIN,0x002F04,creditos,17,!LIVE ACTION TEAM,,
100558,OVL/NEND.BIN,0x002F18,creditos,26,#producer/Yoshitaka Tanaka,,
100559,OVL/NEND.BIN,0x002F34,creditos,10,^(IMAGICA),,
100560,OVL/NEND.BIN,0x002F40,creditos,16,Yasushi Sakagami,,
100561,OVL/NEND.BIN,0x002F54,creditos,16,^(SOLAR COMPANY),,
100562,OVL/NEND.BIN,0x002F68,creditos,33,#associate director/Toshiro Saiga,,
100563,OVL/NEND.BIN,0x002F8C,creditos,37,#director of photography/Masashi Endo,,
100564,OVL/NEND.BIN,0x002FB4,creditos,32,#2nd cameraman/Satoshi Higurashi,,
100565,OVL/NEND.BIN,0x002FD8,creditos,19,#ve/Kazuhito Kamada,,
100566,OVL/NEND.BIN,0x002FEC,creditos,16,Masamichi Takano,,
100567,OVL/NEND.BIN,0x003000,creditos,31,#lighting director/Masao Kaneko,,
100568,OVL/NEND.BIN,0x003020,creditos,22,#key grip/Hiroshi Aoki,,
100569,OVL/NEND.BIN,0x003038,creditos,17,#grip/Makoto Tabe,,
100570,OVL/NEND.BIN,0x00304C,creditos,18,Masayuki Nishimura,,
100571,OVL/NEND.BIN,0x003060,creditos,29,#art director/Kazunori Sawaji,,
100572,OVL/NEND.BIN,0x003080,creditos,40,#assistant art director/Yasumi Yoshikawa,,
100573,OVL/NEND.BIN,0x0030AC,creditos,31,#special equipment/Keiji Mitani,,
100574,OVL/NEND.BIN,0x0030CC,creditos,16,Hirohide Ibusuki,,
100575,OVL/NEND.BIN,0x0030E0,creditos,38,#location coordinator/Yukinori Urasaki,,
100576,OVL/NEND.BIN,0x003108,creditos,11,DONN DUNLOP,,
100577,OVL/NEND.BIN,0x003114,creditos,27,#associate grip/BAZ MAcGINN,,
100578,OVL/NEND.BIN,0x003130,creditos,28,#cooperation/YONE PRODUCTION,,
100579,OVL/NEND.BIN,0x003150,creditos,15,EJ SYSTEM JAPAN,,
100580,OVL/NEND.BIN,0x003160,creditos,10,Kyoei Arts,,
100581,OVL/NEND.BIN,0x003170,creditos,18,"TOEI COMPANY, LTD.",,
100582,OVL/NEND.BIN,0x003184,creditos,14,^TOKYO STUDIOS,,
100583,OVL/NEND.BIN,0x003194,creditos,13,GRIPS HORIZON,,
100584,OVL/NEND.BIN,0x0031A4,creditos,25,#production house/IMAGICA,,
100585,OVL/NEND.BIN,0x0031C0,creditos,34,#co-production house/SOLAR COMPANY,,
100586,OVL/NEND.BIN,0x0031E4,creditos,22,!VIDEO POST PRODUCTION,,
100587,OVL/NEND.BIN,0x0031FC,creditos,17,#eed/Yukihiro Toh,,
100588,OVL/NEND.BIN,0x003210,creditos,26,#visual effect/Shin Kohama,,
100589,OVL/NEND.BIN,0x00322C,creditos,14,^(GAZO Create),,
100590,OVL/NEND.BIN,0x00323C,creditos,28,#assistant editor/Ken Kohama,,
100591,OVL/NEND.BIN,0x00325C,creditos,15,!AUTODEMO STAFF,,
100592,OVL/NEND.BIN,0x00326C,creditos,18,#director/Koji Ito,,
100593,OVL/NEND.BIN,0x003280,creditos,16,^(Aoi Promotion),,
100594,OVL/NEND.BIN,0x003294,creditos,27,#sound effect/Minoru Yamada,,
100595,OVL/NEND.BIN,0x0032B0,creditos,10,^(J-Works),,
100596,OVL/NEND.BIN,0x0032BC,creditos,18,!QUALITY ASSURANCE,,
100597,OVL/NEND.BIN,0x0032D0,creditos,22,#manager/Hiromi Masuda,,
100598,OVL/NEND.BIN,0x0032E8,creditos,34,#monitor management/Takeshi Fusano,,
100599,OVL/NEND.BIN,0x00330C,creditos,11,Reiko Kondo,,
100600,OVL/NEND.BIN,0x003318,creditos,26,#assistant/Takashi Sannohe,,
100601,OVL/NEND.BIN,0x003334,creditos,13,Masato Sasaki,,
100602,OVL/NEND.BIN,0x003344,creditos,16,Yuichiro Shirota,,
100603,OVL/NEND.BIN,0x003358,creditos,15,#debug/Yuji Ito,,
100604,OVL/NEND.BIN,0x003368,creditos,12,Hironobu Ota,,
100605,OVL/NEND.BIN,0x003378,creditos,13,Tatsuya Sakai,,
100606,OVL/NEND.BIN,0x003388,creditos,16,Katsunori Namiki,,
100607,OVL/NEND.BIN,0x00339C,creditos,20,#monitor/Yusuke Mita,,
100608,OVL/NEND.BIN,0x0033B4,creditos,16,Tsutomu Tokumasu,,
100609,OVL/NEND.BIN,0x0033C8,creditos,18,Muneyuki Mizushima,,
100610,OVL/NEND.BIN,0x0033DC,creditos,18,Kiyofumi Tsukamoto,,
100611,OVL/NEND.BIN,0x0033F0,creditos,14,Keigo Nakamura,,
100612,OVL/NEND.BIN,0x003400,creditos,15,Hideto Itabashi,,
100613,OVL/NEND.BIN,0x003410,creditos,11,Hajime Wada,,
100614,OVL/NEND.BIN,0x00341C,creditos,17,Kumiko Yoshikoshi,,
100615,OVL/NEND.BIN,0x003430,creditos,15,Osamu Matsumoto,,
100616,OVL/NEND.BIN,0x003440,creditos,13,Takashi Kawai,,
100617,OVL/NEND.BIN,0x003450,creditos,14,Shingo Akiyama,,
100618,OVL/NEND.BIN,0x003460,creditos,15,Takehito Hiraga,,
100619,OVL/NEND.BIN,0x003470,creditos,15,Naoko Taketoshi,,
100620,OVL/NEND.BIN,0x003480,creditos,15,Hiroyuki Atsuta,,
100621,OVL/NEND.BIN,0x003490,creditos,16,Takanori Shimada,,
100622,OVL/NEND.BIN,0x0034A4,creditos,13,Kengo Tsunoda,,
100623,OVL/NEND.BIN,0x0034B4,creditos,17,Toshiyuki Shimizu,,
100624,OVL/NEND.BIN,0x0034C8,creditos,14,Naofumi Amatsu,,
100625,OVL/NEND.BIN,0x0034D8,creditos,16,Ryusuke Ichikawa,,
100626,OVL/NEND.BIN,0x0034EC,creditos,14,Eisuke Muraoka,,
100627,OVL/NEND.BIN,0x0034FC,creditos,11,Naoya Satou,,
100628,OVL/NEND.BIN,0x003508,creditos,13,Akira Shindou,,
100629,OVL/NEND.BIN,0x003518,creditos,13,Yoko Morimoto,,
100630,OVL/NEND.BIN,0x003528,creditos,12,Hiroko Ishii,,
100631,OVL/NEND.BIN,0x003538,creditos,9,Naoki Ito,,
100632,OVL/NEND.BIN,0x003544,creditos,13,Norimasa Suwa,,
100633,OVL/NEND.BIN,0x003554,creditos,10,Ryo Tanaka,,
100634,OVL/NEND.BIN,0x003560,creditos,11,Masaki Nozi,,
100635,OVL/NEND.BIN,0x00356C,creditos,16,Masataka Fujioka,,
100636,OVL/NEND.BIN,0x003580,creditos,12,Atsushi Mori,,
100637,OVL/NEND.BIN,0x003590,creditos,12,Naomi Nomura,,
100638,OVL/NEND.BIN,0x0035A0,creditos,14,Takashi Okuaki,,
100639,OVL/NEND.BIN,0x0035B0,creditos,17,Mitsuru Yoshikawa,,
100640,OVL/NEND.BIN,0x0035C4,creditos,14,Harumitsu Nito,,
100641,OVL/NEND.BIN,0x0035D4,creditos,15,Shinji Hirokawa,,
100642,OVL/NEND.BIN,0x0035E4,creditos,19,Shiraishi Hiroyoshi,,
100643,OVL/NEND.BIN,0x0035F8,creditos,14,Yuichiro Osada,,
100644,OVL/NEND.BIN,0x003608,creditos,12,Reina Takano,,
100645,OVL/NEND.BIN,0x003618,creditos,10,Kinya Kato,,
100646,OVL/NEND.BIN,0x003624,creditos,12,Keiichi Ohta,,
100647,OVL/NEND.BIN,0x003634,creditos,17,Akihiro Matsumoto,,
100648,OVL/NEND.BIN,0x003648,creditos,16,Norimitsu Kobori,,
100649,OVL/NEND.BIN,0x00365C,creditos,13,Hiroshi Sakai,,
100650,OVL/NEND.BIN,0x00366C,creditos,15,Yohsuke Asakawa,,
100651,OVL/NEND.BIN,0x00367C,creditos,15,Takayuki Takebe,,
100652,OVL/NEND.BIN,0x00368C,creditos,18,Masanobu Yamaguchi,,
100653,OVL/NEND.BIN,0x0036A0,creditos,14,Takahiro Inoue,,
100654,OVL/NEND.BIN,0x0036B0,creditos,18,Kazuhiko Yamaguchi,,
100655,OVL/NEND.BIN,0x0036C4,creditos,15,Yukihiko Manome,,
100656,OVL/NEND.BIN,0x0036D4,creditos,17,Tomonori Sugawara,,
100657,OVL/NEND.BIN,0x0036E8,creditos,15,Masaki Kamimura,,
100658,OVL/NEND.BIN,0x0036F8,creditos,17,Yukinori Karasawa,,
100659,OVL/NEND.BIN,0x00370C,creditos,16,Tomoki Matsumoto,,
100660,OVL/NEND.BIN,0x003720,creditos,13,Shigeru Horie,,
100661,OVL/NEND.BIN,0x003730,creditos,13,Taro Tsuchida,,
100662,OVL/NEND.BIN,0x003740,creditos,16,Tatsuya Yamazaki,,
100663,OVL/NEND.BIN,0x003754,creditos,10,Ryoko Sano,,
100664,OVL/NEND.BIN,0x003760,creditos,16,Yasutoshi Yamada,,
100665,OVL/NEND.BIN,0x003774,creditos,10,Yui Suzuki,,
100666,OVL/NEND.BIN,0x003780,creditos,14,Haruna Nidaira,,
100667,OVL/NEND.BIN,0x003790,creditos,12,Keisuke Sato,,
100668,OVL/NEND.BIN,0x0037A0,creditos,11,Yusuke Haga,,
100669,OVL/NEND.BIN,0x0037AC,creditos,16,Chihiro Katayama,,
100670,OVL/NEND.BIN,0x0037C0,creditos,11,Ringo Wachi,,
100671,OVL/NEND.BIN,0x0037CC,creditos,16,Yoshikazu Suzuki,,
100672,OVL/NEND.BIN,0x0037E0,creditos,13,Yuichiro Saka,,
100673,OVL/NEND.BIN,0x0037F0,creditos,16,Yousuke Yamamoto,,
100674,OVL/NEND.BIN,0x003804,creditos,12,Hiroshi Tada,,
100675,OVL/NEND.BIN,0x003814,creditos,10,Miki Takei,,
100676,OVL/NEND.BIN,0x003820,creditos,10,Fumi Orito,,
100677,OVL/NEND.BIN,0x00382C,creditos,14,Tomohisa Honda,,
100678,OVL/NEND.BIN,0x00383C,creditos,15,Satoru Watanabe,,
100679,OVL/NEND.BIN,0x00384C,creditos,11,Ryotaro Kon,,
100680,OVL/NEND.BIN,0x003858,creditos,15,Norihiro Kojima,,
100681,OVL/NEND.BIN,0x003868,creditos,12,Tamotsu Ueno,,
100682,OVL/NEND.BIN,0x003878,creditos,14,Tamotsu Segawa,,
100683,OVL/NEND.BIN,0x003888,creditos,15,Toshio Miyazawa,,
100684,OVL/NEND.BIN,0x003898,creditos,13,Kentaro Mouri,,
100685,OVL/NEND.BIN,0x0038A8,creditos,38,#executive producer/Hironobu Sakaguchi,,
100686,OVL/NEND.BIN,0x0038D0,creditos,33,#publicity producer/Arata Hanyuda,,
100687,OVL/NEND.BIN,0x0038F4,creditos,31,#publicity staff/Ayako Kawamoto,,
100688,OVL/NEND.BIN,0x003914,creditos,31,#publicity assistant/Akiko Wada,,
100689,OVL/NEND.BIN,0x003934,creditos,35,#production management/Yukihiro Toh,,
100690,OVL/NEND.BIN,0x003958,creditos,12,Hiroko Mukai,,
100691,OVL/NEND.BIN,0x003968,creditos,34,#sales management/Motonori Hayashi,,
100692,OVL/NEND.BIN,0x00398C,creditos,15,Hidehito Nagoya,,
100693,OVL/NEND.BIN,0x00399C,creditos,13,Shigeo Kimura,,
100694,OVL/NEND.BIN,0x0039AC,creditos,14,Yuka Fujishima,,
100695,OVL/NEND.BIN,0x0039BC,creditos,14,Sumie Murayama,,
100696,OVL/NEND.BIN,0x0039CC,creditos,14,Yumi Toshihiro,,
100697,OVL/NEND.BIN,0x0039DC,creditos,15,!SPECIAL THANKS,,
100698,OVL/NEND.BIN,0x0039EC,creditos,14,Akiyoshi Gunji,,
100699,OVL/NEND.BIN,0x0039FC,creditos,14,Takeshi Nomura,,
100700,OVL/NEND.BIN,0x003A0C,creditos,10,Kotobukiya,,
100701,OVL/NEND.BIN,0x003A18,creditos,6,NTT AD,,
100702,OVL/NEND.BIN,0x003A24,creditos,12,A One Office,,
100703,OVL/NEND.BIN,0x003A34,creditos,7,Le Bleu,,
100704,OVL/NEND.BIN,0x003A40,creditos,8,Digicube,,
100705,OVL/NEND.BIN,0x003A4C,creditos,12,Caramel Mama,,
100706,OVL/NEND.BIN,0x003A5C,creditos,14,Jungle Factory,,
100707,OVL/NEND.BIN,0x003A6C,creditos,15,Aoi Advertising,,
100708,OVL/NEND.BIN,0x003A7C,creditos,16,"^Promotion, Inc.",,
